Country name,Regional indicator,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,index,key,value,min,max,norm_val,mid
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Generosity""",0.095,-0.236,0.509,0.444295302,0.1365
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Perceptions of corruption""",0.766,0.242,0.918,0.775147929,0.58
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Ladder score""",3.615,2.523,7.842,0.205301748,5.1825
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Logged GDP per capita""",7.477,7.364,10.933,0.03166153,9.1485
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Social support""",0.54,0.54,0.983,0,0.7615
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Healthy life expectancy""",55.7,48.7,75.1,0.265151515,61.9
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Freedom to make life choices""",0.593,0.561,0.96,0.080200501,0.7605
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Generosity""",0.422,-0.236,0.509,0.883221477,0.1365
Haiti,Latin America and Caribbean,3.615,7.477,0.54,55.7,0.593,0.422,0.721,51,"""Perceptions of corruption""",0.721,0.242,0.918,0.708579882,0.58
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Ladder score""",5.919,2.523,7.842,0.638465877,5.1825
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Logged GDP per capita""",8.648,7.364,10.933,0.35976464,9.1485
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Social support""",0.812,0.54,0.983,0.613995485,0.7615
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Healthy life expectancy""",67.3,48.7,75.1,0.704545455,61.9
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Freedom to make life choices""",0.857,0.561,0.96,0.741854637,0.7605
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Generosity""",0.081,-0.236,0.509,0.425503356,0.1365
Honduras,Latin America and Caribbean,5.919,8.648,0.812,67.3,0.857,0.081,0.809,52,"""Perceptions of corruption""",0.809,0.242,0.918,0.838757396,0.58
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Ladder score""",5.477,2.523,7.842,0.55536755,5.1825
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Logged GDP per capita""",11,7.364,10.933,1.018772765,9.1485
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Social support""",0.836,0.54,0.983,0.668171558,0.7615
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Healthy life expectancy""",76.82,48.7,75.1,1.065151515,61.9
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Freedom to make life choices""",0.717,0.561,0.96,0.390977444,0.7605
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Generosity""",0.067,-0.236,0.509,0.406711409,0.1365
Hong Kong S.A.R. of China,East Asia,5.477,11,0.836,76.82,0.717,0.067,0.403,53,"""Perceptions of corruption""",0.403,0.242,0.918,0.23816568,0.58
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Ladder score""",5.992,2.523,7.842,0.652190261,5.1825
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Logged GDP per capita""",10.358,7.364,10.933,0.838890446,9.1485
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Social support""",0.943,0.54,0.983,0.909706546,0.7615
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Healthy life expectancy""",68,48.7,75.1,0.731060606,61.9
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Freedom to make life choices""",0.755,0.561,0.96,0.486215539,0.7605
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Generosity""",-0.186,-0.236,0.509,0.067114094,0.1365
Hungary,Central and Eastern Europe,5.992,10.358,0.943,68,0.755,-0.186,0.876,54,"""Perceptions of corruption""",0.876,0.242,0.918,0.937869822,0.58
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Ladder score""",7.554,2.523,7.842,0.945854484,5.1825
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Logged GDP per capita""",10.878,7.364,10.933,0.984589521,9.1485
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Social support""",0.983,0.54,0.983,1,0.7615
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Healthy life expectancy""",73,48.7,75.1,0.920454545,61.9
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Freedom to make life choices""",0.955,0.561,0.96,0.987468672,0.7605
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Generosity""",0.16,-0.236,0.509,0.531543624,0.1365
Iceland,Western Europe,7.554,10.878,0.983,73,0.955,0.16,0.673,55,"""Perceptions of corruption""",0.673,0.242,0.918,0.637573964,0.58
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Ladder score""",3.819,2.523,7.842,0.243654822,5.1825
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Logged GDP per capita""",8.755,7.364,10.933,0.389745027,9.1485
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Social support""",0.603,0.54,0.983,0.14221219,0.7615
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Healthy life expectancy""",60.633,48.7,75.1,0.452007576,61.9
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Freedom to make life choices""",0.893,0.561,0.96,0.832080201,0.7605
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Generosity""",0.089,-0.236,0.509,0.436241611,0.1365
India,South Asia,3.819,8.755,0.603,60.633,0.893,0.089,0.774,56,"""Perceptions of corruption""",0.774,0.242,0.918,0.786982249,0.58
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Ladder score""",5.345,2.523,7.842,0.530550855,5.1825
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Logged GDP per capita""",9.365,7.364,10.933,0.56066125,9.1485
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Social support""",0.811,0.54,0.983,0.611738149,0.7615
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Healthy life expectancy""",62.236,48.7,75.1,0.512727273,61.9
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Freedom to make life choices""",0.873,0.561,0.96,0.781954887,0.7605
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Generosity""",0.542,-0.236,0.509,1.044295302,0.1365
Indonesia,Southeast Asia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,57,"""Perceptions of corruption""",0.867,0.242,0.918,0.924556213,0.58
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Ladder score""",4.721,2.523,7.842,0.413235571,5.1825
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Logged GDP per capita""",9.584,7.364,10.933,0.622022976,9.1485
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Social support""",0.71,0.54,0.983,0.383747178,0.7615
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Healthy life expectancy""",66.3,48.7,75.1,0.666666667,61.9
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Freedom to make life choices""",0.608,0.561,0.96,0.117794486,0.7605
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Generosity""",0.218,-0.236,0.509,0.609395973,0.1365
Iran,Middle East and North Africa,4.721,9.584,0.71,66.3,0.608,0.218,0.714,58,"""Perceptions of corruption""",0.714,0.242,0.918,0.698224852,0.58
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Ladder score""",4.854,2.523,7.842,0.438240271,5.1825
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Logged GDP per capita""",9.24,7.364,10.933,0.525637433,9.1485
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Social support""",0.746,0.54,0.983,0.465011287,0.7615
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Healthy life expectancy""",60.583,48.7,75.1,0.450113636,61.9
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Freedom to make life choices""",0.63,0.561,0.96,0.172932331,0.7605
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Generosity""",-0.053,-0.236,0.509,0.245637584,0.1365
Iraq,Middle East and North Africa,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,59,"""Perceptions of corruption""",0.875,0.242,0.918,0.936390533,0.58
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Ladder score""",7.085,2.523,7.842,0.857680015,5.1825
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Logged GDP per capita""",11.342,7.364,10.933,1.114597927,9.1485
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Social support""",0.947,0.54,0.983,0.918735892,0.7615
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Healthy life expectancy""",72.4,48.7,75.1,0.897727273,61.9
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Freedom to make life choices""",0.879,0.561,0.96,0.796992481,0.7605
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Generosity""",0.077,-0.236,0.509,0.420134228,0.1365
Ireland,Western Europe,7.085,11.342,0.947,72.4,0.879,0.077,0.363,60,"""Perceptions of corruption""",0.363,0.242,0.918,0.178994083,0.58
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Ladder score""",7.157,2.523,7.842,0.871216394,5.1825
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Logged GDP per capita""",10.575,7.364,10.933,0.89969179,9.1485
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Social support""",0.939,0.54,0.983,0.900677201,0.7615
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Healthy life expectancy""",73.503,48.7,75.1,0.939507576,61.9
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Freedom to make life choices""",0.8,0.561,0.96,0.598997494,0.7605
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Generosity""",0.031,-0.236,0.509,0.358389262,0.1365
Israel,Middle East and North Africa,7.157,10.575,0.939,73.503,0.8,0.031,0.753,61,"""Perceptions of corruption""",0.753,0.242,0.918,0.75591716,0.58
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Ladder score""",6.483,2.523,7.842,0.744500846,5.1825
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Logged GDP per capita""",10.623,7.364,10.933,0.913140936,9.1485
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Social support""",0.88,0.54,0.983,0.767494357,0.7615
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Healthy life expectancy""",73.8,48.7,75.1,0.950757576,61.9
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Freedom to make life choices""",0.693,0.561,0.96,0.330827068,0.7605
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Generosity""",-0.084,-0.236,0.509,0.204026846,0.1365
Italy,Western Europe,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,62,"""Perceptions of corruption""",0.866,0.242,0.918,0.923076923,0.58
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Ladder score""",5.306,2.523,7.842,0.52321865,5.1825
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Logged GDP per capita""",8.551,7.364,10.933,0.332586159,9.1485
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Social support""",0.644,0.54,0.983,0.23476298,0.7615
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Healthy life expectancy""",50.114,48.7,75.1,0.053560606,61.9
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Freedom to make life choices""",0.741,0.561,0.96,0.45112782,0.7605
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Generosity""",-0.016,-0.236,0.509,0.295302013,0.1365
Ivory Coast,Sub-Saharan Africa,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,63,"""Perceptions of corruption""",0.794,0.242,0.918,0.816568047,0.58
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Ladder score""",6.309,2.523,7.842,0.71178793,5.1825
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Logged GDP per capita""",9.186,7.364,10.933,0.510507145,9.1485
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Social support""",0.877,0.54,0.983,0.760722348,0.7615
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Healthy life expectancy""",67.5,48.7,75.1,0.712121212,61.9
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Freedom to make life choices""",0.89,0.561,0.96,0.824561404,0.7605
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Generosity""",-0.137,-0.236,0.509,0.132885906,0.1365
Jamaica,Latin America and Caribbean,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,64,"""Perceptions of corruption""",0.884,0.242,0.918,0.949704142,0.58
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Ladder score""",5.94,2.523,7.842,0.642413988,5.1825
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Logged GDP per capita""",10.611,7.364,10.933,0.909778649,9.1485
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Social support""",0.884,0.54,0.983,0.776523702,0.7615
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Healthy life expectancy""",75.1,48.7,75.1,1,61.9
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Freedom to make life choices""",0.796,0.561,0.96,0.588972431,0.7605
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Generosity""",-0.258,-0.236,0.509,-0.029530201,0.1365
Japan,East Asia,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,65,"""Perceptions of corruption""",0.638,0.242,0.918,0.585798817,0.58
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Ladder score""",4.395,2.523,7.842,0.351945854,5.1825
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Logged GDP per capita""",9.182,7.364,10.933,0.509386383,9.1485
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Social support""",0.767,0.54,0.983,0.51241535,0.7615
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Healthy life expectancy""",67,48.7,75.1,0.693181818,61.9
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Freedom to make life choices""",0.755,0.561,0.96,0.486215539,0.7605
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Generosity""",-0.167,-0.236,0.509,0.09261745,0.1365
Jordan,Middle East and North Africa,4.395,9.182,0.767,67,0.755,-0.167,0.705,66,"""Perceptions of corruption""",0.705,0.242,0.918,0.684911243,0.58
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Ladder score""",6.152,2.523,7.842,0.682271104,5.1825
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Logged GDP per capita""",10.155,7.364,10.933,0.782011768,9.1485
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Social support""",0.952,0.54,0.983,0.930022573,0.7615
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Healthy life expectancy""",65.2,48.7,75.1,0.625,61.9
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Freedom to make life choices""",0.853,0.561,0.96,0.731829574,0.7605
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Generosity""",-0.069,-0.236,0.509,0.224161074,0.1365
Kazakhstan,Commonwealth of Independent States,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,67,"""Perceptions of corruption""",0.733,0.242,0.918,0.726331361,0.58
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Ladder score""",4.607,2.523,7.842,0.39180297,5.1825
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Logged GDP per capita""",8.361,7.364,10.933,0.279349958,9.1485
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Social support""",0.688,0.54,0.983,0.334085779,0.7615
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Healthy life expectancy""",60.704,48.7,75.1,0.45469697,61.9
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Freedom to make life choices""",0.779,0.561,0.96,0.546365915,0.7605
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Generosity""",0.287,-0.236,0.509,0.702013423,0.1365
Kenya,Sub-Saharan Africa,4.607,8.361,0.688,60.704,0.779,0.287,0.825,68,"""Perceptions of corruption""",0.825,0.242,0.918,0.862426036,0.58
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Ladder score""",6.372,2.523,7.842,0.723632262,5.1825
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Logged GDP per capita""",9.318,7.364,10.933,0.547492295,9.1485
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Social support""",0.821,0.54,0.983,0.634311512,0.7615
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Healthy life expectancy""",63.813,48.7,75.1,0.572462121,61.9
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Freedom to make life choices""",0.869,0.561,0.96,0.771929825,0.7605
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Generosity""",0.257,-0.236,0.509,0.661744966,0.1365
Kosovo,Central and Eastern Europe,6.372,9.318,0.821,63.813,0.869,0.257,0.917,69,"""Perceptions of corruption""",0.917,0.242,0.918,0.99852071,0.58
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Ladder score""",6.106,2.523,7.842,0.673622861,5.1825
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Logged GDP per capita""",10.817,7.364,10.933,0.967497899,9.1485
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Social support""",0.843,0.54,0.983,0.683972912,0.7615
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Healthy life expectancy""",66.9,48.7,75.1,0.689393939,61.9
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Freedom to make life choices""",0.867,0.561,0.96,0.766917293,0.7605
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Generosity""",-0.104,-0.236,0.509,0.177181208,0.1365
Kuwait,Middle East and North Africa,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,70,"""Perceptions of corruption""",0.736,0.242,0.918,0.730769231,0.58
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Ladder score""",5.744,2.523,7.842,0.605564956,5.1825
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Logged GDP per capita""",8.538,7.364,10.933,0.328943682,9.1485
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Social support""",0.893,0.54,0.983,0.796839729,0.7615
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Healthy life expectancy""",64.401,48.7,75.1,0.594734848,61.9
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Freedom to make life choices""",0.935,0.561,0.96,0.937343358,0.7605
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Generosity""",0.119,-0.236,0.509,0.476510067,0.1365
Kyrgyzstan,Commonwealth of Independent States,5.744,8.538,0.893,64.401,0.935,0.119,0.908,71,"""Perceptions of corruption""",0.908,0.242,0.918,0.985207101,0.58
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Ladder score""",5.03,2.523,7.842,0.471329197,5.1825
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Logged GDP per capita""",8.947,7.364,10.933,0.443541608,9.1485
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Social support""",0.728,0.54,0.983,0.424379233,0.7615
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Healthy life expectancy""",58.968,48.7,75.1,0.388939394,61.9
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Freedom to make life choices""",0.91,0.561,0.96,0.874686717,0.7605
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Generosity""",0.123,-0.236,0.509,0.481879195,0.1365
Laos,Southeast Asia,5.03,8.947,0.728,58.968,0.91,0.123,0.658,72,"""Perceptions of corruption""",0.658,0.242,0.918,0.615384615,0.58
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Ladder score""",6.032,2.523,7.842,0.659710472,5.1825
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Logged GDP per capita""",10.315,7.364,10.933,0.826842253,9.1485
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Social support""",0.927,0.54,0.983,0.873589165,0.7615
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Healthy life expectancy""",67.1,48.7,75.1,0.696969697,61.9
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Freedom to make life choices""",0.715,0.561,0.96,0.385964912,0.7605
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Generosity""",-0.162,-0.236,0.509,0.099328859,0.1365
Latvia,Central and Eastern Europe,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,73,"""Perceptions of corruption""",0.8,0.242,0.918,0.825443787,0.58
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Ladder score""",4.584,2.523,7.842,0.387478849,5.1825
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Logged GDP per capita""",9.626,7.364,10.933,0.633790978,9.1485
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Social support""",0.848,0.54,0.983,0.695259594,0.7615
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Healthy life expectancy""",67.355,48.7,75.1,0.706628788,61.9
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Freedom to make life choices""",0.525,0.561,0.96,-0.090225564,0.7605
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Generosity""",-0.073,-0.236,0.509,0.218791946,0.1365
Lebanon,Middle East and North Africa,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,74,"""Perceptions of corruption""",0.898,0.242,0.918,0.970414201,0.58
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,75,"""Ladder score""",3.512,2.523,7.842,0.185937206,5.1825
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,75,"""Logged GDP per capita""",7.926,7.364,10.933,0.157467078,9.1485
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,75,"""Social support""",0.787,0.54,0.983,0.557562077,0.7615
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,75,"""Healthy life expectancy""",48.7,48.7,75.1,0,61.9
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,75,"""Freedom to make life choices""",0.715,0.561,0.96,0.385964912,0.7605
Lesotho,Sub-Saharan Africa,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,75,"""Generosity""",-0.131,-0.236,0.509,0.140939597,0.1365
